Run,Alias,Assay Type,AvgSpotLen,BioProject,BioSample,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,Description,diss_oxygen,ENA_CHECKLIST,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,env_biome,env_feature,env_package,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,nitrate,Organism,phosphate,Platform,ReleaseDate,salinity,sample_acc,Sample Name,sample_name,silicate,SRA_accession,SRA Study,temp,title,total_depth_water_col,chlorophyll
ERR833482,jcvi_cn_GS144_0.1,WGS,1659,PRJEB8968,SAMEA3313220,J CRAIG VENTER INSTITUTE,2005-12-13T16:36:00+00:00,public,"fastq,sra","ena,s3,ncbi,gs","ena,gs.US,s3.us-east-1,ncbi.public",1.8,"Water sample taken on 2005-12-13T16:36:00+00:00 from site GS144 (lat:14.49163333\, long:-52.53036667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",2.8,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913572,uncalculated,uncalculated,North Atlantic Ocean:Open Ocean:international water,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:18Z,public,AB 3730xL Genetic Analyzer,14.49163333 N 52.53036667 W,GS144_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,83,57,0.025,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,36.4,ERS689282,SAMEA3313220,ERS689282,1.3,ERS689282,ERP010013,27.4,GS144 0.1µm,5200,0.08
ERR833484,jcvi_cn_GS146_0.1,WGS,1624,PRJEB8968,SAMEA3313222,J CRAIG VENTER INSTITUTE,2006-01-07T17:52:00+00:00,public,"fastq,sra","s3,ena,gs,ncbi","gs.US,s3.us-east-1,ncbi.public,ena",2,"Water sample taken on 2006-01-07T17:52:00+00:00 from site GS146 (lat:19.611\, long:-66.13)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, 0.8µm...",4.8,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913574,uncalculated,uncalculated,"North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:Puerto Rico Waters\, Puerto Rico\, USA",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,19.611 N 66.13 W,GS146_0.1_sanger_10.0KB,PAIRED,RANDOM,GENOMIC,47,31,0.16,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,36.7,ERS689284,SAMEA3313222,ERS689284,1.7,ERS689284,ERP010013,26.7,GS146 0.1µm,5200,0.08
ERR833485,jcvi_cn_GS147_0.1,WGS,1661,PRJEB8968,SAMEA3313223,J CRAIG VENTER INSTITUTE,2006-01-12T15:55:00+00:00,public,"sra,fastq","ncbi,ena,s3,gs","gs.US,s3.us-east-1,ncbi.public,ena",1.8,"Water sample taken on 2006-01-12T15:55:00+00:00 from site GS147 (lat:26.712\, long:-79.79566667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\,...",7.5,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913575,uncalculated,uncalculated,"North Atlantic Ocean:Floridian Marine Ecoregion:12mi off the coast of Florida in the Gulf Stream\, FL\, USA",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,26.712 N 79.79566667 W,GS147_0.1_sanger_10.0KB,PAIRED,RANDOM,GENOMIC,67,45,0.052,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,37.3,ERS689285,SAMEA3313223,ERS689285,0.35,ERS689285,ERP010013,24.1,GS147 0.1µm,3700,0.18
ERR833490,jcvi_cn_GS149_0.1,WGS,1580,PRJEB8968,SAMEA3313225,J CRAIG VENTER INSTITUTE,2005-09-12T09:00:00+00:00,public,"sra,fastq","gs,ncbi,ena,s3","ena,ncbi.public,gs.US,s3.us-east-1",1.5,"Water sample taken on 2005-09-12T09:00:00+00:00 from site GS149 (lat:-6.11666\, long:39.116667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, ...",5,ERC000011,2015-09-05,2018-11-16,ocean biome,harbor,water,ERX913580,uncalculated,uncalculated,"Indian Ocean:East African Coral Coast Marine Ecoregion:West Coast Zanzibar\, harbour region\, Tanzania",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:20Z,2018-03-09T13:29:57Z,public,AB 3730xL Genetic Analyzer,6.11666 S 39.116667 E,GS149_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,9,6,0.23,marine metagenome,0.24,CAPILLARY,2015-09-06T00:00:00Z,35.2,ERS689287,SAMEA3313225,ERS689287,3.9,ERS689287,ERP010013,25.7,GS149 0.1µm,5,0.43
ERR833491,jcvi_cn_GS149_0.1,WGS,1610,PRJEB8968,SAMEA3313225,J CRAIG VENTER INSTITUTE,2005-09-12T09:00:00+00:00,public,"sra,fastq","gs,ncbi,ena,s3","ena,ncbi.public,gs.US,s3.us-east-1",1.5,"Water sample taken on 2005-09-12T09:00:00+00:00 from site GS149 (lat:-6.11666\, long:39.116667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, ...",5,ERC000011,2015-09-05,2018-11-16,ocean biome,harbor,water,ERX913581,uncalculated,uncalculated,"Indian Ocean:East African Coral Coast Marine Ecoregion:West Coast Zanzibar\, harbour region\, Tanzania",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:20Z,2018-03-09T13:29:57Z,public,AB 3730xL Genetic Analyzer,6.11666 S 39.116667 E,GS149_0.1_sanger_8.0KB,PAIRED,RANDOM,GENOMIC,77,52,0.23,marine metagenome,0.24,CAPILLARY,2015-09-06T00:00:00Z,35.2,ERS689287,SAMEA3313225,ERS689287,3.9,ERS689287,ERP010013,25.7,GS149 0.1µm,5,0.43
ERR833493,jcvi_cn_GS201_0.1,WGS,1484,PRJEB8968,SAMEA3313227,J CRAIG VENTER INSTITUTE,2006-08-09T21:37:00+00:00,public,"fastq,sra","s3,ena,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",1,"Water sample taken on 2006-08-09T21:37:00+00:00 from site GS201 (lat:41.56133333\, long:-69.96333333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",6.4,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913583,uncalculated,uncalculated,"North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:Mannmoy Island\, off Cape Cod\, MA\, USA",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,41.56133333 N 69.96333333 W,GS201_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,20,14,0.081,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,32.8,ERS689289,SAMEA3313227,ERS689289,0.85,ERS689289,ERP010013,16.5,GS201 0.1µm,7,3.2
ERR833495,jcvi_cn_GS202_0.1,WGS,1485,PRJEB8968,SAMEA3313229,J CRAIG VENTER INSTITUTE,2006-08-10T12:32:00+00:00,public,"fastq,sra","ena,gs,ncbi,s3","ena,ncbi.public,gs.US,s3.us-east-1",1,"Water sample taken on 2006-08-10T12:32:00+00:00 from site GS202 (lat:43.87333333\, long:-69.056)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\,...",7,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913585,uncalculated,uncalculated,"North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:between Little and Big Green Island\, ME\, USA",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,43.87333333 N 69.056 W,GS202_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,20,14,0.051,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,32.5,ERS689291,SAMEA3313229,ERS689291,0.24,ERS689291,ERP010013,14.5,GS202 0.1µm,18,6.2
ERR833497,jcvi_cn_GS204_0.1,WGS,1434,PRJEB8968,SAMEA3313231,J CRAIG VENTER INSTITUTE,2006-08-13T14:51:00+00:00,public,"fastq,sra","s3,ncbi,ena,gs","gs.US,ncbi.public,s3.us-east-1,ena",0.98,"Water sample taken on 2006-08-13T14:51:00+00:00 from site GS204 (lat:42.352\, long:-70.98666667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\,...",9.5,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913587,uncalculated,uncalculated,"North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:Boston Harbor\, Boston\, MA\, USA",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,42.352 N 70.98666667 W,GS204_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,19,13,0.18,marine metagenome,0.16,CAPILLARY,2015-09-06T00:00:00Z,32.3,ERS689293,SAMEA3313231,ERS689293,3.7,ERS689293,ERP010013,17.2,GS204 0.1µm,10,4.9
ERR833498,jcvi_cn_GS205_0.1,WGS,1551,PRJEB8968,SAMEA3313232,J CRAIG VENTER INSTITUTE,2006-08-14T13:12:00+00:00,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,s3.us-east-1,ncbi.public",1,"Water sample taken on 2006-08-14T13:12:00+00:00 from site GS205 (lat:41.97933333\, long:-70.19833333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",6.6,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913588,uncalculated,uncalculated,"North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:off Cape Cod Bay\, MA\, USA",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,41.97933333 N 70.19833333 W,GS205_0.1_sanger_4.0KB,PAIRED,RANDOM,GENOMIC,21,15,0.087,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,32.2,ERS689294,SAMEA3313232,ERS689294,1.1,ERS689294,ERP010013,20,GS205 0.1µm,29,2.5
ERR833500,jcvi_cn_GS215_0.1,WGS,1621,PRJEB8968,SAMEA3313234,J CRAIG VENTER INSTITUTE,2006-12-17T18:00:00Z,public,"fastq,sra","ena,gs,ncbi,s3","ena,s3.us-east-1,ncbi.public,gs.US",1,"Water sample taken on 2006-12-17T18:00:00+00:00 from site GS215 (lat:35.951\, long:-72.42733333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\,...",5.1,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913590,uncalculated,uncalculated,North Atlantic Ocean:Virginian Marine Ecoregion:Between USA and Bermuda,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,35.951 N 72.42733333 W,GS215_0.1_sanger_4.0KB,PAIRED,RANDOM,GENOMIC,35,24,0.47,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,40.7,ERS689296,SAMEA3313234,ERS689296,0.46,ERS689296,ERP010013,21.1,GS215 0.1µm,3800,0.21
ERR833504,jcvi_cn_GS217_0.1,WGS,1462,PRJEB8968,SAMEA3313236,J CRAIG VENTER INSTITUTE,2006-12-22T16:40:00+00:00,public,"fastq,sra","s3,ena,gs,ncbi","gs.US,s3.us-east-1,ncbi.public,ena",1,"Water sample taken on 2006-12-22T16:40:00+00:00 from site GS217 (lat:26.26733333\, long:-64.214)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\,...",4.9,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913594,uncalculated,uncalculated,North Atlantic Ocean:Open Ocean:Between Bermuda and US Virgin Islands,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,26.26733333 N 64.214 W,GS217_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,20,14,0.16,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,40.7,ERS689298,SAMEA3313236,ERS689298,1,ERS689298,ERP010013,24.9,GS217 0.1µm,5500,0.08
ERR833505,jcvi_cn_GS218_0.1,WGS,1546,PRJEB8968,SAMEA3313237,J CRAIG VENTER INSTITUTE,2006-12-23T15:55:00Z,public,"sra,fastq","ncbi,ena,s3,gs","gs.US,s3.us-east-1,ncbi.public,ena",0.89,"Water sample taken on 2006-12-23T15:55:00+00:00 from site GS218 (lat:22.316\, long:-64.816)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\, 0.8µ...",4.8,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913595,uncalculated,uncalculated,North Atlantic Ocean:Open Ocean:Between Bermuda and US Virgin Islands,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,22.316 N 64.816 W,GS218_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,20,14,0.086,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,39.3,ERS689299,SAMEA3313237,ERS689299,0.84,ERS689299,ERP010013,26.4,GS218 0.1µm,5800,0.07
ERR833506,jcvi_cn_GS219_0.1,WGS,1598,PRJEB8968,SAMEA3313238,J CRAIG VENTER INSTITUTE,2007-01-08T21:00Z,public,"fastq,sra","ena,ncbi,s3,gs","ena,gs.US,s3.us-east-1,ncbi.public",4.6,"Water sample taken on 2007-01-08T21:00:00+00:00 from site GS219 (lat:18.3131\, long:-64.82726667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm...",5.6,ERC000011,2015-09-05,2018-11-16,ocean biome,reef,water,ERX913596,uncalculated,uncalculated,"North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:US Virgin Islands\, USA",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:19Z,public,AB 3730xL Genetic Analyzer,18.3131 N 64.82726667 W,GS219_0.1_sanger_4.0KB,PAIRED,RANDOM,GENOMIC,22,15,0.32,marine metagenome,0.087,CAPILLARY,2015-09-06T00:00:00Z,39.3,ERS689300,SAMEA3313238,ERS689300,1.6,ERS689300,ERP010013,26.1,GS219 0.1µm,4.6,0.16
ERR833508,jcvi_cn_GS221_0.1,WGS,1541,PRJEB8968,SAMEA3313240,J CRAIG VENTER INSTITUTE,2007-01-10T17:00:00Z,public,"fastq,sra","s3,gs,ncbi,ena","gs.US,s3.us-east-1,ena,ncbi.public",0.58,"Water sample taken on 2007-01-10T17:00:00+00:00 from site GS221 (lat:18.35846667\, long:-64.71813333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",4.8,ERC000011,2015-09-05,2018-11-16,ocean biome,other: mangrove,water,ERX913598,uncalculated,uncalculated,"North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:US Virgin Islands\, USA",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:20Z,public,AB 3730xL Genetic Analyzer,18.35846667 N 64.7181333 W,GS221_0.1_sanger_4.0KB,PAIRED,RANDOM,GENOMIC,21,14,1.7,marine metagenome,0.087,CAPILLARY,2015-09-06T00:00:00Z,39.1,ERS689302,SAMEA3313240,ERS689302,1.6,ERS689302,ERP010013,26.3,GS221 0.1µm,0.58,0.23
ERR833513,jcvi_cn_GS226_0.1,WGS,1425,PRJEB8968,SAMEA3313244,J CRAIG VENTER INSTITUTE,2007-01-29T14:05:00+00:00,public,"fastq,sra","ena,ncbi,s3,gs","ena,gs.US,s3.us-east-1,ncbi.public",1.1,"Water sample taken on 2007-01-29T14:05:00+00:00 from site GS226 (lat:9.182966667\, long:-79.83683333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",6.65,ERC000011,2015-09-05,2018-11-16,ocean biome,fresh water,water,ERX913603,uncalculated,uncalculated,"Central America:Panama:Lake Gatun\, Panama",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:20Z,public,AB 3730xL Genetic Analyzer,9.182966667 N 79.83683333 W,GS226_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,18,13,0.24,marine metagenome,0.13,CAPILLARY,2015-09-06T00:00:00Z,0.06,ERS689306,SAMEA3313244,ERS689306,156.7,ERS689306,ERP010013,27.2,GS226 0.1µm,9.1,0.33
ERR833517,jcvi_cn_GS240_0.1,WGS,1575,PRJEB8968,SAMEA3313248,J CRAIG VENTER INSTITUTE,2007-02-14T20:35:00+00:00,public,"sra,fastq","gs,ena,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",1,"Water sample taken on 2007-02-14T20:35:00+00:00 from site GS240 (lat:13.75666667\, long:-91.59133333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",4.6,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913607,uncalculated,uncalculated,North Pacific Ocean:Chiapas-Nicaragua Marine Ecoregion:Guatemalan EEZ,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:21Z,public,AB 3730xL Genetic Analyzer,13.75666667 N 91.59133333 W,GS240_0.1_sanger_4.0KB,PAIRED,RANDOM,GENOMIC,35,24,0.069,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,37.6,ERS689310,SAMEA3313248,ERS689310,0.27,ERS689310,ERP010013,27.3,GS240 0.1µm,54,0.54
ERR833518,jcvi_cn_GS241_0.1,WGS,1615,PRJEB8968,SAMEA3313249,J CRAIG VENTER INSTITUTE,2007-02-15T20:15:00+00:00,public,"fastq,sra","ena,gs,ncbi,s3","ena,ncbi.public,gs.US,s3.us-east-1",1.2,"Water sample taken on 2007-02-15T20:15:00+00:00 from site GS241 (lat:16.045\, long:-94.33666667)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\,...",5.6,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913608,uncalculated,uncalculated,"North Pacific Ocean:Chiapas-Nicaragua Marine Ecoregion:Coastal Oaxaca State\, Mexico",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:21Z,public,AB 3730xL Genetic Analyzer,16.045 N 94.33666667 W,GS241_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,37,25,0.1,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,37.9,ERS689311,SAMEA3313249,ERS689311,0.16,ERS689311,ERP010013,27.2,GS241 0.1µm,34,1.7
ERR833519,jcvi_cn_GS242_0.1,WGS,1551,PRJEB8968,SAMEA3313250,J CRAIG VENTER INSTITUTE,2007-02-17T23:45:00+00:00,public,"fastq,sra","s3,ncbi,ena,gs","gs.US,ncbi.public,s3.us-east-1,ena",1.2,"Water sample taken on 2007-02-17T23:45:00+00:00 from site GS242 (lat:15.69766667\, long:-96.79533333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",4.9,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913609,uncalculated,uncalculated,"North Pacific Ocean:Mexican Tropical Pacific Marine Ecoregion:Coastal Oaxaca State\, Mexico",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:21Z,public,AB 3730xL Genetic Analyzer,15.69766667 N 96.79533333 W,GS242_0.1_sanger_4.0KB,PAIRED,RANDOM,GENOMIC,36,25,0.17,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,38.2,ERS689312,SAMEA3313250,ERS689312,0.43,ERS689312,ERP010013,26.8,GS242 0.1µm,43,3.2
ERR833521,jcvi_cn_GS244_0.1,WGS,1601,PRJEB8968,SAMEA3313252,J CRAIG VENTER INSTITUTE,2007-02-19T23:30:00+00:00,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,s3.us-east-1,ncbi.public",1.2,"Water sample taken on 2007-02-19T23:30:00+00:00 from site GS244 (lat:18.116\, long:-103.1153333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm\,...",3.8,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913611,uncalculated,uncalculated,"North Pacific Ocean:Mexican Tropical Pacific Marine Ecoregion:Coastal Michoacan State\, Mexico",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:21Z,public,AB 3730xL Genetic Analyzer,18.116 N 103.1153333 W,GS244_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,35,24,0.077,marine metagenome,0,CAPILLARY,2015-09-06T00:00:00Z,38.4,ERS689314,SAMEA3313252,ERS689314,0.57,ERS689314,ERP010013,25.6,GS244 0.1µm,370,0.47
ERR833524,jcvi_cn_GS247_0.1,WGS,1561,PRJEB8968,SAMEA3313255,J CRAIG VENTER INSTITUTE,2007-03-07T19:26:00+00:00,public,"fastq,sra","ena,ncbi,s3,gs","ena,gs.US,s3.us-east-1,ncbi.public",1.2,"Water sample taken on 2007-03-07T19:26:00+00:00 from site GS247 (lat:25.7008\, long:-111.1671333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through 3µm...",5,ERC000011,2015-09-05,2018-11-16,ocean biome,coastal ocean,water,ERX913614,Mexico,North America,Mexico: Gulf of California:Cortezian Marine Ecoregion:Bahia de Loreto National Park,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:21Z,public,AB 3730xL Genetic Analyzer,25.7008 N 111.1671333 W,GS247_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,35,24,1,marine metagenome,0.34,CAPILLARY,2015-09-06T00:00:00Z,37,ERS689317,SAMEA3313255,ERS689317,1.4,ERS689317,ERP010013,18.5,GS247 0.1µm,230,1.4
ERR833529,jcvi_cn_GS253_0.1,WGS,1574,PRJEB8968,SAMEA3313260,J CRAIG VENTER INSTITUTE,2007-04-02T21:10:00+00:00,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,s3.us-east-1,ncbi.public",1.1,"Water sample taken on 2007-04-02T21:10:00+00:00 from site GS253 (lat:25.25756667\, long:-112.8753333)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",6.2,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913619,uncalculated,uncalculated,"North Pacific Ocean:Magdalena Transition Marine Ecoregion:Off coast\, Baja California Sur\,Mexico",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:19Z,2018-03-09T13:29:28Z,public,AB 3730xL Genetic Analyzer,25.25756667 N 112.8753333 W,GS253_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,33,23,0.23,marine metagenome,0.088,CAPILLARY,2015-09-06T00:00:00Z,34.9,ERS689322,SAMEA3313260,ERS689322,0.87,ERS689322,ERP010013,18,GS253 0.1µm,95,0.36
ERR833531,jcvi_cn_GS257_0.1,WGS,1548,PRJEB8968,SAMEA3313262,J CRAIG VENTER INSTITUTE,2007-07-05T13:05:00+00:00,public,"fastq,sra","gs,ncbi,ena,s3","ena,ncbi.public,gs.US,s3.us-east-1",3,"Water sample taken on 2007-07-05T13:05:00+00:00 from site GS257 (lat:33.65166667\, long:-118.9677778)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",5.6,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913621,uncalculated,uncalculated,"North Pacific Ocean:Southern California Bight Marine Ecoregion:Santa Monica Basin\, Los Angeles\, CA\, USA",J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:22Z,public,AB 3730xL Genetic Analyzer,33.65166667 N 118.9677778 W,GS257_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,34,24,0,marine metagenome,0.22,CAPILLARY,2015-09-06T00:00:00Z,34.9,ERS689324,SAMEA3313262,ERS689324,1.2,ERS689324,ERP010013,18.7,GS257 0.1µm,790,0.27
ERR833532,jcvi_cn_GS258_0.1,WGS,1582,PRJEB8968,SAMEA3313263,J CRAIG VENTER INSTITUTE,2007-07-06T18:55:00+00:00,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,s3.us-east-1,ncbi.public",3,"Water sample taken on 2007-07-06T18:55:00+00:00 from site GS258 (lat:32.50083333\, long:-121.9152778)\, 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter\, then size-fractionating by serial filtration through...",5.5,ERC000011,2015-09-05,2018-11-16,ocean biome,open ocean,water,ERX913622,uncalculated,uncalculated,North Pacific Ocean:Southern California Bight Marine Ecoregion:Off California coast,J CRAIG VENTER INSTITUTE,J CRAIG VENTER INSTITUTE,2015-09-05T17:02:17Z,2018-03-09T13:23:22Z,public,AB 3730xL Genetic Analyzer,32.50083333 N 121.9152778 W,GS258_0.1_sanger_6.0KB,PAIRED,RANDOM,GENOMIC,35,23,2.7,marine metagenome,0.42,CAPILLARY,2015-09-06T00:00:00Z,33,ERS689325,SAMEA3313263,ERS689325,0.4,ERS689325,ERP010013,14.7,GS258 0.1µm,3800,0.34
